Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/32-16-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 306176/306969, ntbatch = 200
Training state: loss = 0.449695, accuracy = 79.119 %
Testing state: loss = 0.455377, accuracy = 78.682 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 2
k: 0
Finished training it 306969/306969 of epoch 0, 12.77 ms/it, loss 0.451541, accuracy 79.043 %
Testing at - 306969/306969 of epoch 0, loss 0.455991, accuracy 78.669 %, best 78.682 %
Finished training it 1024/306969 of epoch 1, 15.44 ms/it, loss 0.451078, accuracy 78.974 %
Saving model to results/32-16-1_lr0.1/model.pth
Testing at - 1024/306969 of epoch 0, loss 0.455560, accuracy 78.716 %, best 78.716 %
Finished training it 2048/306969 of epoch 1, 16.79 ms/it, loss 0.447497, accuracy 79.207 %
Testing at - 2048/306969 of epoch 0, loss 0.455569, accuracy 78.691 %, best 78.716 %
Finished training it 3072/306969 of epoch 1, 17.80 ms/it, loss 0.450308, accuracy 79.080 %
Testing at - 3072/306969 of epoch 0, loss 0.455824, accuracy 78.650 %, best 78.716 %
Finished training it 4096/306969 of epoch 1, 17.53 ms/it, loss 0.447304, accuracy 79.262 %
Testing at - 4096/306969 of epoch 0, loss 0.456275, accuracy 78.655 %, best 78.716 %
Finished training it 5120/306969 of epoch 1, 16.65 ms/it, loss 0.450633, accuracy 79.094 %
Testing at - 5120/306969 of epoch 0, loss 0.456489, accuracy 78.656 %, best 78.716 %
Finished training it 6144/306969 of epoch 1, 16.43 ms/it, loss 0.450266, accuracy 79.092 %
Testing at - 6144/306969 of epoch 0, loss 0.456518, accuracy 78.665 %, best 78.716 %
Finished training it 7168/306969 of epoch 1, 16.65 ms/it, loss 0.447967, accuracy 79.324 %
Testing at - 7168/306969 of epoch 0, loss 0.458229, accuracy 78.535 %, best 78.716 %
Finished training it 8192/306969 of epoch 1, 14.98 ms/it, loss 0.448792, accuracy 79.166 %
Testing at - 8192/306969 of epoch 0, loss 0.455656, accuracy 78.683 %, best 78.716 %
Finished training it 9216/306969 of epoch 1, 14.03 ms/it, loss 0.448172, accuracy 79.134 %
Testing at - 9216/306969 of epoch 0, loss 0.455235, accuracy 78.707 %, best 78.716 %
Finished training it 10240/306969 of epoch 1, 15.97 ms/it, loss 0.449027, accuracy 79.022 %
Testing at - 10240/306969 of epoch 0, loss 0.456336, accuracy 78.666 %, best 78.716 %
Finished training it 11264/306969 of epoch 1, 16.74 ms/it, loss 0.447414, accuracy 79.279 %
Testing at - 11264/306969 of epoch 0, loss 0.455748, accuracy 78.698 %, best 78.716 %
Finished training it 12288/306969 of epoch 1, 15.69 ms/it, loss 0.444010, accuracy 79.437 %
Testing at - 12288/306969 of epoch 0, loss 0.456257, accuracy 78.644 %, best 78.716 %
Finished training it 13312/306969 of epoch 1, 16.21 ms/it, loss 0.450483, accuracy 79.106 %
Testing at - 13312/306969 of epoch 0, loss 0.456297, accuracy 78.677 %, best 78.716 %
Finished training it 14336/306969 of epoch 1, 16.23 ms/it, loss 0.447774, accuracy 79.229 %
Testing at - 14336/306969 of epoch 0, loss 0.456851, accuracy 78.587 %, best 78.716 %
Finished training it 15360/306969 of epoch 1, 17.86 ms/it, loss 0.447384, accuracy 79.123 %
Testing at - 15360/306969 of epoch 0, loss 0.456299, accuracy 78.662 %, best 78.716 %
Finished training it 16384/306969 of epoch 1, 17.41 ms/it, loss 0.447159, accuracy 79.218 %
Testing at - 16384/306969 of epoch 0, loss 0.455318, accuracy 78.690 %, best 78.716 %
Finished training it 17408/306969 of epoch 1, 17.67 ms/it, loss 0.446043, accuracy 79.237 %
Testing at - 17408/306969 of epoch 0, loss 0.456551, accuracy 78.596 %, best 78.716 %
Finished training it 18432/306969 of epoch 1, 16.10 ms/it, loss 0.448458, accuracy 79.195 %
Testing at - 18432/306969 of epoch 0, loss 0.455469, accuracy 78.688 %, best 78.716 %
Finished training it 19456/306969 of epoch 1, 16.94 ms/it, loss 0.447273, accuracy 79.238 %
Testing at - 19456/306969 of epoch 0, loss 0.458863, accuracy 78.487 %, best 78.716 %
Finished training it 20480/306969 of epoch 1, 14.66 ms/it, loss 0.448247, accuracy 79.113 %
Testing at - 20480/306969 of epoch 0, loss 0.456249, accuracy 78.672 %, best 78.716 %
Finished training it 21504/306969 of epoch 1, 15.57 ms/it, loss 0.448917, accuracy 79.144 %
Testing at - 21504/306969 of epoch 0, loss 0.456555, accuracy 78.669 %, best 78.716 %
Finished training it 22528/306969 of epoch 1, 14.56 ms/it, loss 0.447527, accuracy 78.986 %
Testing at - 22528/306969 of epoch 0, loss 0.455313, accuracy 78.697 %, best 78.716 %
Finished training it 23552/306969 of epoch 1, 14.36 ms/it, loss 0.450408, accuracy 79.128 %
Testing at - 23552/306969 of epoch 0, loss 0.455529, accuracy 78.703 %, best 78.716 %
Finished training it 24576/306969 of epoch 1, 14.45 ms/it, loss 0.446442, accuracy 79.309 %
Testing at - 24576/306969 of epoch 0, loss 0.456911, accuracy 78.602 %, best 78.716 %
Finished training it 25600/306969 of epoch 1, 16.39 ms/it, loss 0.445375, accuracy 79.341 %
Testing at - 25600/306969 of epoch 0, loss 0.455425, accuracy 78.668 %, best 78.716 %
Finished training it 26624/306969 of epoch 1, 13.94 ms/it, loss 0.446477, accuracy 79.346 %
Testing at - 26624/306969 of epoch 0, loss 0.455614, accuracy 78.677 %, best 78.716 %
Finished training it 27648/306969 of epoch 1, 15.98 ms/it, loss 0.444950, accuracy 79.393 %
Testing at - 27648/306969 of epoch 0, loss 0.455407, accuracy 78.698 %, best 78.716 %
Finished training it 28672/306969 of epoch 1, 16.36 ms/it, loss 0.447792, accuracy 79.188 %
Testing at - 28672/306969 of epoch 0, loss 0.455290, accuracy 78.705 %, best 78.716 %
Finished training it 29696/306969 of epoch 1, 17.37 ms/it, loss 0.449466, accuracy 78.954 %
Testing at - 29696/306969 of epoch 0, loss 0.455507, accuracy 78.694 %, best 78.716 %
Finished training it 30720/306969 of epoch 1, 17.46 ms/it, loss 0.447601, accuracy 79.254 %
Testing at - 30720/306969 of epoch 0, loss 0.456227, accuracy 78.675 %, best 78.716 %
Finished training it 31744/306969 of epoch 1, 16.97 ms/it, loss 0.449065, accuracy 79.043 %
Testing at - 31744/306969 of epoch 0, loss 0.457288, accuracy 78.587 %, best 78.716 %
Finished training it 32768/306969 of epoch 1, 16.86 ms/it, loss 0.448346, accuracy 79.115 %
Testing at - 32768/306969 of epoch 0, loss 0.455549, accuracy 78.666 %, best 78.716 %
Finished training it 33792/306969 of epoch 1, 17.98 ms/it, loss 0.446039, accuracy 79.226 %
Saving model to results/32-16-1_lr0.1/model.pth
Testing at - 33792/306969 of epoch 0, loss 0.454867, accuracy 78.719 %, best 78.719 %
Finished training it 34816/306969 of epoch 1, 16.53 ms/it, loss 0.444258, accuracy 79.362 %
Testing at - 34816/306969 of epoch 0, loss 0.455622, accuracy 78.689 %, best 78.719 %
Finished training it 35840/306969 of epoch 1, 17.86 ms/it, loss 0.449609, accuracy 79.158 %
Testing at - 35840/306969 of epoch 0, loss 0.455703, accuracy 78.695 %, best 78.719 %
Finished training it 36864/306969 of epoch 1, 15.39 ms/it, loss 0.446466, accuracy 79.323 %
Testing at - 36864/306969 of epoch 0, loss 0.456191, accuracy 78.680 %, best 78.719 %
Finished training it 37888/306969 of epoch 1, 16.69 ms/it, loss 0.445211, accuracy 79.366 %
Testing at - 37888/306969 of epoch 0, loss 0.457000, accuracy 78.568 %, best 78.719 %
Finished training it 38912/306969 of epoch 1, 14.57 ms/it, loss 0.448666, accuracy 78.957 %
Testing at - 38912/306969 of epoch 0, loss 0.455070, accuracy 78.701 %, best 78.719 %
Finished training it 39936/306969 of epoch 1, 15.63 ms/it, loss 0.447209, accuracy 79.226 %
Saving model to results/32-16-1_lr0.1/model.pth
Testing at - 39936/306969 of epoch 0, loss 0.454831, accuracy 78.728 %, best 78.728 %
