Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/64-32-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 306176/306969, ntbatch = 200
Training state: loss = 0.448481, accuracy = 79.172 %
Testing state: loss = 0.454140, accuracy = 78.749 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 2
k: 0
Finished training it 306969/306969 of epoch 0, 15.19 ms/it, loss 0.450075, accuracy 79.130 %
Testing at - 306969/306969 of epoch 0, loss 0.454839, accuracy 78.724 %, best 78.749 %
Finished training it 1024/306969 of epoch 1, 16.94 ms/it, loss 0.449651, accuracy 79.108 %
Saving model to results/64-32-1_lr0.1/model.pth
Testing at - 1024/306969 of epoch 0, loss 0.454442, accuracy 78.755 %, best 78.755 %
Finished training it 2048/306969 of epoch 1, 17.11 ms/it, loss 0.446322, accuracy 79.269 %
Testing at - 2048/306969 of epoch 0, loss 0.454630, accuracy 78.754 %, best 78.755 %
Finished training it 3072/306969 of epoch 1, 17.30 ms/it, loss 0.449329, accuracy 79.076 %
Testing at - 3072/306969 of epoch 0, loss 0.454028, accuracy 78.750 %, best 78.755 %
Finished training it 4096/306969 of epoch 1, 16.14 ms/it, loss 0.446188, accuracy 79.330 %
Testing at - 4096/306969 of epoch 0, loss 0.455210, accuracy 78.698 %, best 78.755 %
Finished training it 5120/306969 of epoch 1, 15.11 ms/it, loss 0.449491, accuracy 79.204 %
Testing at - 5120/306969 of epoch 0, loss 0.455260, accuracy 78.707 %, best 78.755 %
Finished training it 6144/306969 of epoch 1, 16.00 ms/it, loss 0.448768, accuracy 79.216 %
Testing at - 6144/306969 of epoch 0, loss 0.454595, accuracy 78.745 %, best 78.755 %
Finished training it 7168/306969 of epoch 1, 16.62 ms/it, loss 0.446624, accuracy 79.339 %
Testing at - 7168/306969 of epoch 0, loss 0.456548, accuracy 78.617 %, best 78.755 %
Finished training it 8192/306969 of epoch 1, 15.77 ms/it, loss 0.447768, accuracy 79.243 %
Testing at - 8192/306969 of epoch 0, loss 0.454558, accuracy 78.740 %, best 78.755 %
Finished training it 9216/306969 of epoch 1, 15.22 ms/it, loss 0.446949, accuracy 79.189 %
Testing at - 9216/306969 of epoch 0, loss 0.454216, accuracy 78.742 %, best 78.755 %
Finished training it 10240/306969 of epoch 1, 14.88 ms/it, loss 0.447490, accuracy 79.179 %
Testing at - 10240/306969 of epoch 0, loss 0.454734, accuracy 78.701 %, best 78.755 %
Finished training it 11264/306969 of epoch 1, 15.15 ms/it, loss 0.446203, accuracy 79.288 %
Testing at - 11264/306969 of epoch 0, loss 0.454748, accuracy 78.722 %, best 78.755 %
Finished training it 12288/306969 of epoch 1, 14.69 ms/it, loss 0.442699, accuracy 79.475 %
Testing at - 12288/306969 of epoch 0, loss 0.454991, accuracy 78.710 %, best 78.755 %
Finished training it 13312/306969 of epoch 1, 15.80 ms/it, loss 0.449295, accuracy 79.143 %
Testing at - 13312/306969 of epoch 0, loss 0.454933, accuracy 78.724 %, best 78.755 %
Finished training it 14336/306969 of epoch 1, 16.07 ms/it, loss 0.446672, accuracy 79.279 %
Testing at - 14336/306969 of epoch 0, loss 0.454989, accuracy 78.678 %, best 78.755 %
Finished training it 15360/306969 of epoch 1, 18.21 ms/it, loss 0.446143, accuracy 79.169 %
Testing at - 15360/306969 of epoch 0, loss 0.455126, accuracy 78.706 %, best 78.755 %
Finished training it 16384/306969 of epoch 1, 18.60 ms/it, loss 0.446053, accuracy 79.305 %
Testing at - 16384/306969 of epoch 0, loss 0.454202, accuracy 78.726 %, best 78.755 %
Finished training it 17408/306969 of epoch 1, 16.56 ms/it, loss 0.445046, accuracy 79.259 %
Testing at - 17408/306969 of epoch 0, loss 0.455223, accuracy 78.659 %, best 78.755 %
Finished training it 18432/306969 of epoch 1, 15.98 ms/it, loss 0.447024, accuracy 79.234 %
